title,overview,genres,release_date,runtime,vote_average
Ring of Fire II: Blood and Steel,Johnny Woo and Julie play an enduring couple who survive all sorts of interference from rival kick-box gangs in their effort to put a little romance in their lives.,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1993-03-17,94.0,5.0
Schizo,A teen involved in the world of underground boxing vows to take care of a dead fighter's family.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-01-01,86.0,6.0
Sharpe's Revenge,"Sharpe is framed as the thief who stole Napolean's gold, and he must clear his name to avoid execution. Meanwhile his wife Jane - urged on by a friend - makes some questionable choices.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",1997-05-07,101.0,7.2
Drops of Joy,"Pointing out the importance of maintaining a playful spirit, which we all have when we are kids and society forces us to abandon in our adult lives, Drops of Joy is a documentary that speaks widely about the idea that playing is something very serious and urgent.","[{'id': 99, 'name': 'Documentary'}]",2014-07-19,80.0,8.0
War Photographer,"Documentary about war photographer James Nachtwey, considered by many the greatest war photographer ever.","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2001-01-01,96.0,7.3
The Lady,"The film is about the life of Aung San Suu Kyi (Yeoh) who spent more than a decade under house arrest. David Thewlis portrays Suu Kyi's husband, Dr. Michael Aris. Rebecca Frayn began working on the project after she and her husband, producer Andy Harries, visited Burma in the early 1990s.Harries' production company Left Bank Pictures began development of the script in 2008 under the working title Freedom from Fear. Harries wanted Michelle Yeoh as the lead and had the script sent to her.","[{'id': 18, 'name': 'Drama'}]",2011-11-30,135.0,6.9
Hotel Rwanda,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2004-09-11,121.0,7.5
The Assault,"Saturday 24th December 1994. Four GIA terrorists hijack an Air France A300 Airbus at the Algiers airport. The Airbus, bound for Paris, has 227 passengers on board. No one knows exactly what the terrorists’ intentions are, just that they are armed and extremely determined. They demand the liberation of their “brothers in arms” and want the aircraft to take off at once. After very lengthy and intense negotiations between the French and Algerian governments, the plane is finally allowed to leave. There are three main characters at the heart of the action: a member of the GIGN, Carole Jeanton, an ambitious technocrat willing to do anything it takes to achieve personal gain from the events, and Yahia Abdallah, a determined jihadist who grew up in the slums of Algiers and was being manipulated by an obscure GIA envoy, Ali Touchent.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2010-11-12,90.0,6.4
The Leopard Man,"When a leopard escapes during a publicity stunt, it triggers a series of murders.","[{'id': 27, 'name': 'Horror'}]",1943-05-08,66.0,6.4
Chronopolis,Chronopolis tells the story of a gargantuan city lurking in the sky colonized by powerful immortals who have become jaded with eternal life. Most of their time is spent monotonously constructing bizarre and unusual objects while waiting for the ultimate gift to arrive in their hands.,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",1982-01-01,52.0,5.3
The Secret of Moonacre,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",2008-09-06,103.0,6.2
Madagascar,"On the east side of the island, rugged mountains rise dramatically from the palm fringed Indian Ocean. These uplands catch drenching rains almost all year round - steep and inaccessible, they are the most diverse part of the island. ""Lost Worlds"" travels from the highest mountains, where trees are few and it's cold enough for frost, through the lush, cloaking rainforests, down to the tropical coast, discovering the ringtailed lemurs, the jeweled geckos and the predatory wasps. So what is it that has made this narrow eastern strip in particular so rich in life?","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2011-02-16,240.0,8.6
Man with the Screaming Brain,In 2005 Bruce Campbell directed his first ever feature film. The film stars Bruce Campbell as a wealthy CEO who travels to Bulgaria after the fall of communism. His plan was to do business for his U.S. drug company yet he is shortly caught up in some dirty situations and ends up with a brain transplant after his brain is severely damaged. Slapstick B-Movie science fiction on a low budget.,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2005-04-03,90.0,5.3
Psychopathia Sexualis,Multi-narrative adaptation of Richard v. Krafft-Ebing's notorious medico-forensic study of sexual perversity.,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2006-06-08,102.0,5.0
3rd World Hero,"Two filmmakers try to create a film venturing on the life of Jose Rizal. Before they do that, they try to investigate on the heroism of the Philippine national hero. Of particular focus is his supposed retraction of his views against the Roman Catholic Church during the Spanish regime in the Philippines which he expressed primarily through his two novels Noli Me Tangere and El Filibusterismo. The investigation was done mainly by ""interviewing"" key individuals in the life of Rizal such as his mother Teodora Alonso, his siblings Paciano, Trinidad, and Narcisa, his love interest and supposed wife Josephine Bracken, and the Jesuit priest who supposedly witnessed Rizal's retraction, Fr. Balaguer. Eventually, the two filmmakers would end up ""interviewing"" Rizal himself to get to the bottom of the issue.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2000-02-16,93.0,8.5
Imperial Dreams,"A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.","[{'id': 18, 'name': 'Drama'}]",2014-01-20,87.0,6.7
No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2014-09-10,83.0,5.6
Stand Clear of the Closing Doors,"When autistic teen Ricky is scolded for skipping class, he escapes into the subway for a days-long odyssey among the subway’s disparate denizens. Meanwhile, his mother wages an escalating search effort above ground. Based on a true story and set in Far Rockaway, Queens, in the days leading up to Hurricane Sandy, these parallel stories of mother and son take the viewer on a touching journey of community and connection in and below New York City.","[{'id': 18, 'name': 'Drama'}]",2014-05-24,94.0,7.0
Venom,"Venom is a fright-filled voodoo thriller loaded with a sizzling cast of the screen's hottest young stars. Set deep in the eerie swamps of southern Louisiana - Agnes Bruckner (Murder By Numbers), Jonathan Jackson (Tuck Everlasting) and Meagan Good (Roll Bounce) are among a group of teenagers trying to uncover the truth behind a friend's mysterious death. What they find is an evil force more deadly than anyone could have imagined ... now they are running for their lives!","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2005-09-16,85.0,4.7
Figli – Hijos,,[],2001-01-01,0.0,8.3
The Marc Pease Experience,"Former high school musical star, Marc Pease, finds himself still living in the past, eight years after graduating.","[{'id': 35, 'name': 'Comedy'}]",2009-08-21,84.0,4.3
Mira,The story of a small and conservative West-Flemish village opposing the construction of a bridge over the Scheldt.,"[{'id': 18, 'name': 'Drama'}]",1971-03-04,95.0,6.3
The Stars Look Down,"The Stars Look Down is based on A. J. Cronin's 1935 novel of the same name, about injustices in a mining community in North East England.  While the novel follows the development of three young men in the small mining town, the film focuses on just one of them; the smart David Fenwick who gets a scholarship to university, meets a girl who only marries him because her former boyfriend has abandoned her, and eventually returns to the mine town as a teacher and takes part in a futile rescue effort when the mine is flooded, trapping both his father and his younger brother.","[{'id': 18, 'name': 'Drama'}]",1940-01-22,110.0,6.3
The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.","[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1996-06-21,91.0,6.8
Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right.,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1968-09-23,103.0,6.6
